Diwali Date-2020,,PM-2.5,Day-1,Year,Day,,
21/10/17 20:00,21/10/17 21:00,163.18,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 21:00,21/10/17 22:00,206.32,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 22:00,21/10/17 23:00,244.95,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 23:00,22/10/17 0:00,289.1,2-Day Post Diwali,2017,2-Day Post ,,
22/10/17 0:00,22/10/17 1:00,291.25,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 1:00,22/10/17 2:00,270,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 2:00,22/10/17 3:00,186.83,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 3:00,22/10/17 4:00,145.9,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 4:00,22/10/17 5:00,119.15,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 5:00,22/10/17 6:00,106.6,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 7:00,22/10/17 8:00,143.9,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 14:00,22/10/17 15:00,52.02,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 15:00,22/10/17 16:00,63.87,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 16:00,22/10/17 17:00,70.95,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 17:00,22/10/17 18:00,72.2,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 18:00,22/10/17 19:00,83.47,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 19:00,22/10/17 20:00,113.58,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 20:00,22/10/17 21:00,125.2,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 21:00,22/10/17 22:00,128.62,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 22:00,22/10/17 23:00,125.48,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 23:00,23/10/17 0:00,123.2,3-Day Post Diwali,2017,3-Day Post ,,
